,date,aave,aave_priceChange,bal,bal_priceChange,link,link_priceChange,crv,crv_priceChange,dai,dai_priceChange,gno,gno_priceChange,rai,rai_priceChange,grt,grt_priceChange,uni,uni_priceChange,yfi,yfi_priceChange
65,2022-01-28,147.02881,1.0260981233551187,11.720211,1.0284238240795136,15.865024,1.0575642023491554,2.882618,1.0431267959275534,0.98746353,0.9879004783815881,265.75256,1.0323746061523962,3.0622923,1.0113916014554194,4.2223477,1.0110223247049135,10.445343,1.0232555975239301,23168.062,0.9778839193945207
64,2022-01-29,152.52356,1.0373719273113888,12.349782,1.0537166950321968,16.103622,1.0150392460799305,2.9699132,1.0302833049679148,0.9940087,1.0066282650459,276.40256,1.0400748726559774,3.1103463,1.015692166289939,12.619293,2.98869110187207,11.040462,1.056974577091437,24032.281,1.037302170548404
63,2022-01-30,150.53271,0.9869472624426023,12.2277975,0.9901225381954111,17.886543,1.1107155272273528,3.2417066,1.0915156038903764,1.0070356,1.0131054184938222,279.68597,1.0118790867928285,3.0673678,0.9861820852552657,12.745845,1.0100284540504765,10.876673,0.9851646606817722,24044.393,1.000503988780757
62,2022-01-31,155.5752,1.033497636493756,12.020908,0.9830803953042239,17.038103,0.9525654566117108,3.2346451,0.9978216720785279,0.9879418,0.9810395978056783,280.96936,1.0045886820851258,3.0135834,0.9824656175891264,12.662824,0.9934864263609043,11.661966,1.0721997434325734,24540.406,1.0206290506065177
61,2022-02-01,163.40492,1.050327558634024,12.448811,1.0355965622563619,16.950941,0.9948842896418693,3.4588172,1.0693034608340803,0.9943472,1.0064835803080707,293.7288,1.045412211495232,3.0412607,1.0091841825250298,12.853644,1.0150693083943991,11.063125,0.9486500818129636,25267.814,1.0296412373943609
60,2022-02-02,159.82753,0.9781072075430776,12.306255,0.9885486252462183,16.643425,0.981858470276075,3.2645285,0.943827994147826,1.0520589,1.0580397873097043,300.4473,1.0228731401210913,3.211712,1.056046263972043,5.188449,0.4036558815539002,11.058852,0.999613761934354,24207.01,0.9580175792017466
59,2022-02-03,151.79877,0.9497661009964928,12.049001,0.9790956712663601,16.13613,0.9695197953546221,3.0781121,0.9428963784509768,1.0012466,0.951702038735664,284.1805,0.9458580589674129,3.043331,0.9475728209752307,4.960352,0.9560375364583905,10.334745,0.9345224079316732,23424.086,0.9676571373333592
58,2022-02-04,150.58919,0.9920316877402894,12.213393,1.0136436207449895,15.719843,0.974201558862007,3.0916557,1.0043999697087056,0.91269326,0.9115569131520646,291.14395,1.0245036165394883,2.7792623,0.9132303715895511,4.9738073,1.0027125695918353,10.0173645,0.9692899534531331,22375.158,0.9552201097622336
57,2022-02-05,167.57092,1.1127685858460359,13.953651,1.1424876772572536,17.614674,1.12053752699693,3.4593456,1.1189297695729832,1.0051306,1.1012797443031408,327.36426,1.1244068784530814,3.0534422,1.098652041586719,5.586795,1.1232431541929662,11.3282,1.130856324535261,25322.611,1.1317288128200034
56,2022-02-06,168.79881,1.0073275840462057,14.26719,1.022470033111764,17.841013,1.0128494572195885,3.2833958,0.9491378369365583,0.9781131,0.9731204084324963,321.1811,0.9811122936877715,2.979247,0.9757011283855316,5.562644,0.9956771279418699,11.300807,0.9975818753199979,23990.863,0.9474087407495223
55,2022-02-07,176.13843,1.043481467671484,14.456552,1.0132725505162545,18.301863,1.0258309323579329,3.4749243,1.058332443502547,0.9671681,0.9888100875041956,328.78238,1.0236666478818335,2.9108489,0.9770418162710242,5.694271,1.0236626683282266,12.080045,1.0689541906166524,25851.447,1.0775538587336353
54,2022-02-08,183.88625,1.0439871071860922,14.736947,1.0193957037611736,18.382872,1.0044262707026055,3.4127574,0.9821098548823063,0.9950217,1.0287991301615511,337.91788,1.027785856407512,3.0193155,1.037262875445029,5.886699,1.0337932634396925,11.881419,0.9835575115821173,25426.361,0.9835565877608321
53,2022-02-09,187.8957,1.0218039684859528,15.137151,1.0271565067038646,18.59591,1.01158893996542,3.491455,1.0230598283956547,0.99680114,1.0017883429074963,356.13242,1.0539022676160255,3.0244255,1.0016924365804105,5.923367,1.0062289578590649,12.301393,1.0353471247836643,26198.965,1.0303859447287798
52,2022-02-10,180.89409,0.9627367204252146,14.961808,0.9884163803347142,17.936417,0.9645355887396744,3.291065,0.9426055899331367,1.0101773,1.0134190857767278,355.79544,0.9990537789286354,3.0744717,1.0165473409743437,5.9501038,1.0045137841366236,11.77105,0.9568875654976636,24978.719,0.953423885256536
51,2022-02-11,168.40767,0.9309738643202771,13.80438,0.9226411674311019,16.684273,0.930189847838618,2.9601693,0.8994563461979632,1.0304966,1.0201145878055267,345.6448,0.9714705730910997,3.1333733,1.0191582833564543,5.8487883,0.9829724819254414,10.925795,0.9281920474384189,23809.111,0.9531758213861968
50,2022-02-12,162.84428,0.9669647469144369,13.701373,0.9925380929820825,16.03799,0.9612639399990638,2.8807688,0.9731770409212742,1.0072291,0.9774210802830402,334.11823,0.9666519791415927,3.0535214,0.9745156761245142,5.690229,0.9728902309560428,10.675015,0.9770469791900727,23233.393,0.9758194247571864
49,2022-02-13,158.88542,0.9756892904067617,13.7813835,1.0058395972432836,15.74327,0.9816236323878491,2.7672627,0.9605986776863177,1.0005922,0.9934107344595188,339.24893,1.0153559415180669,3.0410733,0.9959233624496622,5.66467,0.9955082651330903,10.403539,0.9745690287086248,22980.541,0.9891168715649927
48,2022-02-14,156.74835,0.9865496154398559,13.902495,1.0087880509239149,15.777877,1.0021982091395243,2.8398993,1.026248537950517,0.9881768,0.9875919480483657,346.7732,1.0221792003883403,2.9995964,0.9863610982346267,5.663745,0.9998367071691731,10.514642,1.0106793467107684,22893.45,0.9962102284711226
47,2022-02-15,164.33838,1.0484217537218097,15.059811,1.0832452016706353,16.587833,1.0513349166050667,3.0321708,1.0677036330126213,0.95501447,0.9664408939776769,369.57825,1.0657635884203278,2.90043,0.9669400856728592,5.33188,0.9414053775373009,10.965612,1.0428897151229686,23355.207,1.0201698302352855
46,2022-02-16,173.62099,1.0564847359454317,15.519441,1.0305203033424524,17.441933,1.0514895465851386,3.223169,1.0629905808736104,1.0113913,1.0590324353933613,383.94717,1.0388792359940013,3.0577984,1.0542569205255772,5.658264,1.0612136807279984,11.472984,1.046269373747676,24121.828,1.0328244147011842
45,2022-02-17,166.47945,0.9588670701624269,14.796891,0.9534422663805997,16.923824,0.9702952075323303,3.1566937,0.9793757944432948,1.0839567,1.0717480959150034,396.42987,1.0325115041217778,3.2840364,1.0739872190396857,5.593393,0.9885351761600377,11.270065,0.9823133197082817,24369.754,1.0102780767693063
